team,spread,o/u,season_year,week
GB,-7.0,48.0,2015,5
DAL,3.0,49.5,2015,5
DET,10.0,43.0,2015,5
IND,5.0,40.5,2015,6
JAC,2.0,41.5,2015,6
BUF,1.0,43.0,2015,6
CLE,6.5,43.0,2015,6
WAS,7.0,48.0,2015,6
CHI,10.0,44.5,2015,6
STL,9.5,45.0,2015,6
DEN,-4.5,45.0,2015,6
SF,7.0,43.5,2015,6
NO,6.5,49.0,2015,6
NE,-8.0,50.5,2015,6
SEA,3.0,44.0,2015,6
ARI,-4.0,46.0,2015,6
PIT,4.0,45.5,2015,6
ATL,-3.5,51.5,2015,7
DEN,-3.5,42.0,2015,7
KC,3.5,43.0,2015,7
HOU,1.0,43.0,2015,7
CHI,3.5,44.0,2015,7
WAS,6.5,40.5,2015,7
MIA,1.0,43.5,2015,7
CAR,6.5,41.0,2015,7
CIN,-3.0,43.0,2015,7
BAL,-2.0,43.0,2015,7
ARI,-3.5,45.0,2015,7
SD,10.0,50.5,2015,7
NE,-9.5,54.0,2015,7
NYG,3.5,51.0,2015,7
SEA,-6.5,42.0,2015,8
BUF,-4.0,41.0,2015,8
CLE,6.5,42.0,2015,8
HOU,4.5,44.5,2015,8
MIN,-2.0,44.5,2015,8
ATL,-6.0,46.5,2015,8
TB,3.0,43.0,2015,8
OAK,3.5,48.0,2015,8
NYJ,8.5,48.0,2015,8
NO,4.0,52.0,2015,8
DAL,3.0,44.5,2015,8
PHI,3.0,45.5,2015,8
PIT,3.0,43.0,2015,8
BAL,9.5,49.0,2015,8
MIA,9.0,51.5,2015,9
DET,3.5,45.0,2015,9
MIN,-1.0,42.5,2015,9
TB,7.0,48.5,2015,9
NYG,3.5,49.5,2015,9
SF,9.0,39.5,2015,9
NYJ,-3.0,44.0,2015,9
SEA,-5.5,42.0,2015,9
GB,-2.5,46.5,2015,9
ARI,-6.0,46.0,2015,9
SD,3.5,50.0,2015,9
CIN,1.0,48.5,2015,9
TEN,4.0,43.0,2015,9
IND,5.5,46.0,2015,9
CLE,11.5,44.5,2015,10
OAK,4.5,48.0,2015,10
STL,1.0,40.5,2015,10
WAS,14.0,52.0,2015,10
ATL,-7.0,43.0,2015,10
NYG,-2.0,49.0,2015,10
PHI,-3.0,44.0,2015,10
MIA,3.0,44.0,2015,10
GB,-2.5,46.5,2015,10
DEN,-4.0,46.0,2015,10
JAC,9.0,42.5,2015,10
TEN,7.5,48.0,2015,10
CHI,4.0,49.5,2015,10
BUF,2.0,41.5,2015,11
DET,10.5,48.5,2015,11
CAR,-4.0,44.0,2015,11
NO,-1.0,50.0,2015,11
JAC,4.5,47.5,2015,11
KC,3.5,42.0,2015,11
NE,-7.0,53.5,2015,11
ARI,3.0,43.5,2015,11
DAL,-1.5,43.5,2015,11
MIA,6.5,49.5,2015,11
CLE,6.0,41.5,2015,11
CHI,6.5,42.5,2015,11
MIN,2.5,43.5,2015,11
HOU,10.5,46.0,2015,11
TEN,3.0,41.5,2015,12
WAS,7.0,44.5,2015,12
OAK,1.0,48.5,2015,12
IND,3.5,47.5,2015,12
STL,3.0,41.5,2015,12
GB,1.0,45.0,2015,12
DEN,-2.5,42.0,2015,12
KC,-3.0,45.0,2015,12
SF,14.0,39.5,2015,12
DAL,-2.0,46.0,2015,12
TB,6.5,45.5,2015,12
CIN,4.0,47.5,2015,12
NYJ,-3.5,40.0,2015,12
BUF,7.0,48.0,2015,12
PHI,3.0,46.5,2015,13
CAR,-1.0,44.5,2015,13
CHI,7.5,45.0,2015,13
NO,3.5,51.0,2015,13
MIN,1.5,44.5,2015,13
TB,3.0,46.0,2015,13
NYG,-1.0,48.0,2015,13
OAK,-1.0,45.0,2015,13
MIA,4.5,44.0,2015,13
SD,5.5,47.0,2015,13
PIT,3.0,47.0,2015,13
STL,10.0,41.5,2015,13
ARI,-7.5,45.5,2015,13
NE,-2.5,43.5,2015,13
BUF,4.5,41.0,2015,13
BAL,5.5,41.0,2015,13
GB,-3.0,47.5,2015,14
SF,7.0,42.0,2015,14
JAC,2.0,43.5,2015,14
HOU,3.5,41.5,2015,14
CAR,-6.5,50.0,2015,14
SEA,-1.0,40.5,2015,14
ATL,1.5,45.0,2015,14
NYJ,0.0,45.5,2015,14
KC,-3.0,45.0,2015,14
ARI,-5.5,43.0,2015,14
DEN,-4.5,43.5,2015,14
BAL,4.5,43.5,2015,14
PHI,10.0,48.5,2015,14
CIN,-10.0,44.0,2015,14
IND,7.0,48.5,2015,14
DAL,4.5,43.0,2015,14
MIN,10.0,46.5,2015,15
BUF,2.5,47.5,2015,15
ATL,7.5,47.0,2015,15
DET,0.0,41.0,2015,15
SD,10.0,45.5,2015,15
NO,4.0,0.0,2015,15
TEN,7.0,43.0,2015,15
NE,-3.5,44.5,2015,15
OAK,7.5,43.5,2015,15
SF,1.0,41.0,2015,15
PIT,3.0,48.0,2015,15
WAS,3.0,44.0,2015,15
DAL,7.0,43.5,2015,15
SEA,-10.0,42.5,2015,15
IND,1.0,46.0,2015,15
NYG,1.0,47.0,2015,15
TB,0.0,41.5,2015,16
NYJ,-2.5,42.0,2015,16
CHI,5.0,43.0,2015,16
ATL,3.5,48.0,2015,16
BUF,0.0,44.0,2015,16
ARI,-3.5,50.0,2015,16
CLE,14.5,43.0,2015,16
GB,-3.0,46.5,2015,16
DEN,6.0,45.5,2015,16
CIN,-4.0,42.0,2015,16
KC,-7.5,42.5,2015,16
TEN,14.0,47.0,2015,16
CAR,-5.0,48.0,2015,16
MIA,1.0,45.0,2015,16
HOU,0.0,41.0,2015,16
DET,3.0,50.0,2015,16
SD,4.5,45.0,2015,17
WAS,3.5,0.0,2015,17
CHI,3.0,47.0,2015,17
CAR,-7.0,47.5,2015,17
DAL,6.5,44.0,2015,17
CLE,12.5,44.0,2015,17
NE,-3.0,46.0,2015,17
STL,13.5,41.5,2015,17
PIT,-10.0,47.0,2015,17
GB,4.5,49.5,2015,17
NYG,6.5,46.0,2015,17
SF,8.0,43.0,2015,17
IND,1.5,44.0,2015,17
JAC,3.0,51.5,2015,17
HOU,-4.0,42.0,2015,17
CIN,3.5,42.0,2015,17
IND,2.5,39.0,2015,1
NYJ,5.5,44.0,2015,1
MIA,-3.5,37.5,2015,1
GB,1.5,39.5,2015,1
DET,-1.0,38.0,2015,1
PIT,-1.0,40.0,2015,1
WAS,-4.5,40.0,2015,1
TEN,-2.0,38.5,2015,1
STL,-2.5,39.0,2015,1
DAL,4.0,39.0,2015,1
CHI,-1.0,38.0,2015,1
DEN,-6.0,38.0,2015,1
SF,-3.0,37.0,2015,1
SEA,-3.5,38.0,2015,1
ATL,-1.0,39.5,2015,1
NE,-3.0,40.0,2015,1
NE,-7.0,50.5,2015,2
CHI,6.0,48.5,2015,2
HOU,1.5,41.0,2015,2
NYJ,-3.5,39.0,2015,2
BUF,-1.0,44.5,2015,2
WAS,3.5,45.5,2015,2
JAC,3.0,41.0,2015,2
STL,3.5,42.0,2015,2
ARI,-2.5,48.5,2015,2
SD,-3.5,45.0,2015,2
TB,-3.0,40.5,2015,2
OAK,3.0,43.0,2015,2
DEN,-4.5,46.5,2015,2
DAL,-6.5,52.0,2015,2
ATL,3.0,55.0,2015,2
SF,2.5,41.5,2015,2
KC,-3.0,42.0,2015,3
CAR,-3.0,41.5,2015,3
NO,-8.5,47.0,2015,3
BUF,-1.5,45.0,2015,3
CHI,2.0,45.5,2015,3
CLE,-1.0,41.0,2015,3
CIN,-3.5,47.5,2015,3
WAS,3.5,41.5,2015,3
JAC,6.0,42.5,2015,3
GB,-3.0,49.0,2015,3
PIT,-5.5,46.0,2015,3
MIN,-2.5,44.0,2015,3
NYG,-1.5,49.0,2015,3
PHI,-7.0,54.0,2015,3
OAK,5.0,42.5,2015,3
IND,-6.0,45.0,2015,3
MIN,-2.0,45.0,2015,4
HOU,-6.5,40.5,2015,4
CAR,-3.5,45.0,2015,4
NE,-13.5,47.0,2015,4
BAL,-3.0,44.5,2015,4
CLE,-4.5,41.5,2015,4
ARI,-6.5,43.5,2015,4
MIA,-3.0,43.5,2015,4
NYG,-3.5,44.0,2015,4
STL,-1.0,48.5,2015,4
MIN,-2.5,45.5,2015,4
HOU,-5.5,41.0,2015,4
CAR,-10.0,43.0,2015,4
NE,-13.5,49.0,2015,4
BAL,-1.5,45.5,2015,4
CLE,-3.5,43.0,2015,4
ARI,-6.5,44.5,2015,4
MIA,-1.5,43.5,2015,4
DAL,1.0,43.0,2015,4
NYJ,-3.0,47.0,2015,4
TEN,3.5,46.5,2015,4
SEA,-15.5,43.5,2015,4
DET,3.0,44.5,2015,4
GB,-4.5,47.0,2015,4
PIT,3.0,44.0,2015,5
MIA,2.5,42.5,2015,5
IND,-4.5,43.5,2015,5
TB,3.0,40.5,2015,5
BUF,-6.0,46.5,2015,5
WAS,3.0,46.5,2015,5
SD,-5.0,44.5,2015,5
ARI,-7.0,43.5,2015,5
ATL,-4.0,47.0,2015,5
CHI,3.0,44.5,2015,5
DEN,-6.5,43.0,2015,5
CIN,-3.0,44.5,2015,5
SF,7.0,48.0,2015,5
NO,-3.0,49.5,2015,5
SEA,-10.0,43.0,2015,5
HOU,-5.0,40.5,2015,6
TB,-2.0,41.5,2015,6
TEN,-1.0,43.0,2015,6
BAL,-6.5,43.0,2015,6
ATL,-7.0,48.0,2015,6
KC,-10.0,44.5,2015,6
GB,-9.5,45.0,2015,6
OAK,4.5,45.0,2015,6
NYG,-7.0,43.5,2015,6
PHI,-6.5,49.0,2015,6
DAL,8.0,50.5,2015,6
CIN,-3.0,44.0,2015,6
DET,4.0,46.0,2015,6
SD,-4.0,45.5,2015,6
NO,3.5,51.5,2015,7
CLE,3.5,42.0,2015,7
MIN,-3.5,43.0,2015,7
JAC,-1.0,43.0,2015,7
DET,-3.5,44.0,2015,7
NYJ,-6.5,40.5,2015,7
TEN,-1.0,43.5,2015,7
SEA,-6.5,41.0,2015,7
BUF,3.0,43.0,2015,7
SF,2.0,43.0,2015,7
PIT,3.5,45.0,2015,7
GB,-10.0,50.5,2015,7
IND,9.5,54.0,2015,7
PHI,-3.5,51.0,2015,7
SF,6.5,42.0,2015,8
JAC,4.0,41.0,2015,8
STL,-6.5,42.0,2015,8
MIA,-4.5,44.5,2015,8
DET,2.0,44.5,2015,8
TEN,6.0,46.5,2015,8
WAS,-3.0,43.0,2015,8
SD,-3.5,48.0,2015,8
NE,-8.5,48.0,2015,8
IND,-4.0,52.0,2015,8
NYG,-3.0,44.5,2015,8
CAR,-3.0,45.5,2015,8
KC,-3.0,43.0,2015,8
ARI,-9.5,49.0,2015,8
NE,-9.0,51.5,2015,9
KC,-3.5,45.0,2015,9
CHI,1.0,42.5,2015,9
ATL,-7.0,48.5,2015,9
NO,-3.5,49.5,2015,9
STL,-9.0,39.5,2015,9
OAK,3.0,44.0,2015,9
DAL,5.5,42.0,2015,9
DEN,2.5,46.5,2015,9
CLE,6.0,46.0,2015,9
BAL,-3.5,50.0,2015,9
PIT,-1.0,48.5,2015,9
HOU,-4.0,43.0,2015,9
CAR,-5.5,46.0,2015,9
CIN,-11.5,44.5,2015,10
PIT,-4.5,48.0,2015,10
MIN,-1.0,40.5,2015,10
NE,-14.0,52.0,2015,10
SF,7.0,43.0,2015,10
TB,2.0,49.0,2015,10
DAL,3.0,44.0,2015,10
BUF,-3.0,44.0,2015,10
CAR,2.5,46.5,2015,10
IND,4.0,46.0,2015,10
NYJ,-9.0,42.5,2015,10
NO,-7.5,48.0,2015,10
SD,-4.0,49.5,2015,10
NYJ,-2.0,41.5,2015,11
GB,-10.5,48.5,2015,11
TEN,4.0,44.0,2015,11
WAS,1.0,50.0,2015,11
BAL,-4.5,47.5,2015,11
DEN,-3.5,42.0,2015,11
NYG,7.0,53.5,2015,11
SEA,-3.0,43.5,2015,11
TB,1.5,43.5,2015,11
PHI,-6.5,49.5,2015,11
PIT,-6.0,41.5,2015,11
STL,-6.5,42.5,2015,11
OAK,-2.5,43.5,2015,11
CIN,-10.5,46.0,2015,11
JAC,-3.0,41.5,2015,12
CAR,-7.0,44.5,2015,12
DET,-1.0,48.5,2015,12
ATL,-3.5,47.5,2015,12
BAL,-3.0,41.5,2015,12
MIN,-1.0,45.0,2015,12
CHI,2.5,42.0,2015,12
SD,3.0,45.0,2015,12
SEA,-14.0,39.5,2015,12
MIA,2.0,46.0,2015,12
PHI,-6.5,45.5,2015,12
ARI,-4.0,47.5,2015,12
HOU,3.5,40.0,2015,12
NE,-7.0,48.0,2015,12
DET,-3.0,46.5,2015,13
DAL,1.0,44.5,2015,13
GB,-7.5,45.0,2015,13
HOU,-3.5,51.0,2015,13
ATL,-1.5,44.5,2015,13
IND,-3.0,46.0,2015,13
WAS,1.0,48.0,2015,13
TEN,1.0,45.0,2015,13
NYJ,-4.5,44.0,2015,13
JAC,-5.5,47.0,2015,13
SEA,-3.0,47.0,2015,13
CIN,-10.0,41.5,2015,13
SF,7.5,45.5,2015,13
DEN,2.5,43.5,2015,13
KC,-4.5,41.0,2015,13
CLE,-5.5,41.0,2015,13
DET,3.0,47.5,2015,14
CHI,-7.0,42.0,2015,14
TEN,-2.0,43.5,2015,14
BUF,-3.5,41.5,2015,14
NO,6.5,50.0,2015,14
MIN,1.0,40.5,2015,14
TB,-1.5,45.0,2015,14
NYG,0.0,45.5,2015,14
OAK,3.0,45.0,2015,14
STL,5.5,43.0,2015,14
SD,4.5,43.5,2015,14
MIA,-4.5,43.5,2015,14
NE,-10.0,48.5,2015,14
CLE,10.0,44.0,2015,14
PIT,-7.0,48.5,2015,14
WAS,-4.5,43.0,2015,14
ARI,-10.0,46.5,2015,15
PHI,-2.5,47.5,2015,15
CAR,-7.5,47.0,2015,15
STL,0.0,41.0,2015,15
KC,-10.0,45.5,2015,15
TB,-4.0,0.0,2015,15
NYJ,-7.0,43.0,2015,15
HOU,3.5,44.5,2015,15
DEN,-7.5,43.5,2015,15
CLE,-1.0,41.0,2015,15
CIN,-3.0,48.0,2015,15
CHI,-3.0,44.0,2015,15
GB,-7.0,43.5,2015,15
BAL,10.0,42.5,2015,15
JAC,-1.0,46.0,2015,15
MIA,-1.0,47.0,2015,15
STL,0.0,41.5,2015,16
DAL,2.5,42.0,2015,16
MIN,-5.0,43.0,2015,16
JAC,-3.5,48.0,2015,16
WAS,0.0,44.0,2015,16
PHI,3.5,50.0,2015,16
SEA,-14.5,43.0,2015,16
OAK,3.0,46.5,2015,16
PIT,-6.0,45.5,2015,16
SF,4.0,42.0,2015,16
BAL,7.5,42.5,2015,16
NE,-14.0,47.0,2015,16
NYG,5.0,48.0,2015,16
SD,-1.0,45.0,2015,16
IND,0.0,41.0,2015,16
NO,-3.0,50.0,2015,16
OAK,-4.5,45.0,2015,17
PHI,-3.5,0.0,2015,17
TB,-3.0,47.0,2015,17
ATL,7.0,47.5,2015,17
BUF,-6.5,44.0,2015,17
KC,-12.5,44.0,2015,17
NYJ,3.0,46.0,2015,17
SEA,-13.5,41.5,2015,17
BAL,10.0,47.0,2015,17
ARI,-4.5,49.5,2015,17
MIN,-6.5,46.0,2015,17
DET,-8.0,43.0,2015,17
MIA,-1.5,44.0,2015,17
NO,-3.0,51.5,2015,17
TEN,4.0,42.0,2015,17
DEN,-3.5,42.0,2015,17
